,CPI,BPP,NASDAQ
1/24/14,106.5051,107.9494,4128.17
1/25/14,106.5051,107.9569,#N/A
1/26/14,106.5051,107.9749,#N/A
1/27/14,106.5051,107.9547,4083.61
1/28/14,106.5051,107.9608,4097.96
1/29/14,106.5051,107.9806,4051.43
1/30/14,106.5051,107.9446,4123.13
1/31/14,106.5051,107.9428,4103.88
2/1/14,106.9013,107.9461,#N/A
2/2/14,106.9013,107.9627,#N/A
2/3/14,106.9013,108.019,3996.96
2/4/14,106.9013,108.0379,4031.52
2/5/14,106.9013,108.0395,4011.55
2/6/14,106.9013,108.0316,4057.12
2/7/14,106.9013,108.015,4125.86
2/8/14,106.9013,108.0254,#N/A
2/9/14,106.9013,108.0381,#N/A
2/10/14,106.9013,108.0363,4148.17
2/11/14,106.9013,108.0495,4191.04
2/12/14,106.9013,108.0931,4201.29
2/13/14,106.9013,108.1003,4240.67
2/14/14,106.9013,108.1019,4244.03
2/15/14,106.9013,108.1115,#N/A
2/16/14,106.9013,108.1216,#N/A
2/17/14,106.9013,108.1369,#N/A
2/18/14,106.9013,108.1615,4272.78
2/19/14,106.9013,108.1703,4237.95
2/20/14,106.9013,108.206,4267.55
2/21/14,106.9013,108.1994,4263.41
2/22/14,106.9013,108.2116,#N/A
2/23/14,106.9013,108.2463,#N/A
2/24/14,106.9013,108.2549,4292.97
2/25/14,106.9013,108.3526,4287.59
2/26/14,106.9013,108.2969,4292.06
2/27/14,106.9013,108.304,4318.93
2/28/14,106.9013,108.2891,4308.12
3/1/14,107.2966,108.3021,#N/A
3/2/14,107.2966,108.269,#N/A
3/3/14,107.2966,108.2785,4277.3
3/4/14,107.2966,108.2885,4351.97
3/5/14,107.2966,108.2836,4357.97
3/6/14,107.2966,108.3168,4352.13
3/7/14,107.2966,108.3103,4336.22
3/8/14,107.2966,108.3294,#N/A
3/9/14,107.2966,108.3215,#N/A
3/10/14,107.2966,108.3242,4334.45
3/11/14,107.2966,108.3322,4307.19
3/12/14,107.2966,108.3621,4323.33
3/13/14,107.2966,108.429,4260.42
3/14/14,107.2966,108.4442,4245.4
3/15/14,107.2966,108.3942,#N/A
3/16/14,107.2966,108.3971,#N/A
3/17/14,107.2966,108.4001,4279.95
3/18/14,107.2966,108.4153,4333.31
3/19/14,107.2966,108.4226,4307.6
3/20/14,107.2966,108.4292,4319.29
3/21/14,107.2966,108.4302,4276.79
3/22/14,107.2966,108.4272,#N/A
3/23/14,107.2966,108.4323,#N/A
3/24/14,107.2966,108.4409,4226.39
3/25/14,107.2966,108.4554,4234.27
3/26/14,107.2966,108.5176,4173.58
3/27/14,107.2966,108.5217,4151.23
3/28/14,107.2966,108.521,4155.76
3/29/14,107.2966,108.5344,#N/A
3/30/14,107.2966,108.5884,#N/A
3/31/14,107.2966,108.5961,4198.99
4/1/14,107.9876,108.6062,4268.04
4/2/14,107.9876,108.631,4276.46
4/3/14,107.9876,108.6403,4237.74
4/4/14,107.9876,108.6392,4127.73
4/5/14,107.9876,108.6326,#N/A
4/6/14,107.9876,108.6415,#N/A
4/7/14,107.9876,108.638,4079.75
4/8/14,107.9876,108.6499,4112.99
4/9/14,107.9876,108.6638,4183.9
4/10/14,107.9876,108.6679,4054.11
4/11/14,107.9876,108.6902,3999.73
4/12/14,107.9876,108.6955,#N/A
4/13/14,107.9876,108.688,#N/A
4/14/14,107.9876,108.6896,4022.69
4/15/14,107.9876,108.7068,4034.16
4/16/14,107.9876,108.7122,4086.23
4/17/14,107.9876,108.6995,4095.52
4/18/14,107.9876,108.713,#N/A
4/19/14,107.9876,108.7138,#N/A
4/20/14,107.9876,108.6976,#N/A
4/21/14,107.9876,108.7172,4121.55
4/22/14,107.9876,108.73,4161.46
4/23/14,107.9876,108.7682,4126.97
4/24/14,107.9876,108.7924,4148.34
4/25/14,107.9876,108.8065,4075.56
4/26/14,107.9876,108.8161,#N/A
4/27/14,107.9876,108.8175,#N/A
4/28/14,107.9876,108.8234,4074.4
4/29/14,107.9876,108.8438,4103.54
4/30/14,107.9876,108.8622,4114.56
5/1/14,108.3436,108.8736,4127.45
5/2/14,108.3436,108.886,4123.9
5/3/14,108.3436,108.882,#N/A
5/4/14,108.3436,108.8915,#N/A
5/5/14,108.3436,108.8996,4138.06
5/6/14,108.3436,108.9305,4080.76
5/7/14,108.3436,108.9309,4067.67
5/8/14,108.3436,108.9582,4051.5
5/9/14,108.3436,108.9619,4071.87
5/10/14,108.3436,108.9585,#N/A
5/11/14,108.3436,108.9668,#N/A
5/12/14,108.3436,108.9591,4143.86
5/13/14,108.3436,108.9606,4130.17
5/14/14,108.3436,108.9556,4100.63
5/15/14,108.3436,108.9602,4069.29
5/16/14,108.3436,108.9712,4090.59
5/17/14,108.3436,108.9752,#N/A
5/18/14,108.3436,108.9787,#N/A
5/19/14,108.3436,108.9547,4125.82
5/20/14,108.3436,108.9549,4096.89
5/21/14,108.3436,108.9745,4131.54
5/22/14,108.3436,108.9876,4154.34
5/23/14,108.3436,108.9887,4185.81
5/24/14,108.3436,108.9908,#N/A
5/25/14,108.3436,108.9982,#N/A
5/26/14,108.3436,109.001,#N/A
5/27/14,108.3436,109.0187,4237.07
5/28/14,108.3436,109.0294,4225.07
5/29/14,108.3436,109.0368,4247.95
5/30/14,108.3436,109.044,4242.62
5/31/14,108.3436,109.0566,#N/A
6/1/14,108.722,109.068,#N/A
6/2/14,108.722,109.0753,4237.2
6/3/14,108.722,109.0862,4234.08
6/4/14,108.722,109.0748,4251.64
6/5/14,108.722,109.082,4296.23
6/6/14,108.722,109.0844,4321.4
6/7/14,108.722,109.0837,#N/A
6/8/14,108.722,109.0811,#N/A
6/9/14,108.722,109.0696,4336.24
6/10/14,108.722,109.0664,4338
6/11/14,108.722,109.0663,4331.93
6/12/14,108.722,109.0719,4297.63
6/13/14,108.722,109.0771,4310.65
6/14/14,108.722,109.0832,#N/A
6/15/14,108.722,109.0963,#N/A
6/16/14,108.722,109.1028,4321.11
6/17/14,108.722,109.1146,4337.23
6/18/14,108.722,109.1419,4362.84
6/19/14,108.722,109.1539,4359.33
6/20/14,108.722,109.1475,4368.04
6/21/14,108.722,109.1596,#N/A
6/22/14,108.722,109.1521,#N/A
6/23/14,108.722,109.1445,4368.68
6/24/14,108.722,109.1483,4350.36
6/25/14,108.722,109.1541,4379.76
6/26/14,108.722,109.1631,4379.05
6/27/14,108.722,109.1623,4397.93
6/28/14,108.722,109.1714,#N/A
6/29/14,108.722,109.1706,#N/A
6/30/14,108.722,109.1726,4408.18
7/1/14,108.9245,109.1755,4458.65
7/2/14,108.9245,109.1786,4457.73
7/3/14,108.9245,109.1788,4485.93
7/4/14,108.9245,109.1687,#N/A
7/5/14,108.9245,109.1713,#N/A
7/6/14,108.9245,109.1962,#N/A
7/7/14,108.9245,109.2091,4451.53
7/8/14,108.9245,109.1997,4391.46
7/9/14,108.9245,109.2195,4419.03
7/10/14,108.9245,109.2297,4396.2
7/11/14,108.9245,109.2123,4415.49
7/12/14,108.9245,109.2062,#N/A
7/13/14,108.9245,109.1961,#N/A
7/14/14,108.9245,109.2026,4440.42
7/15/14,108.9245,109.2039,4416.39
7/16/14,108.9245,109.1948,4425.97
7/17/14,108.9245,109.1931,4363.45
7/18/14,108.9245,109.1917,4432.15
7/19/14,108.9245,109.1969,#N/A
7/20/14,108.9245,109.1907,#N/A
7/21/14,108.9245,109.186,4424.7
7/22/14,108.9245,109.1831,4456.02
7/23/14,108.9245,109.1998,4473.7
7/24/14,108.9245,109.1963,4472.11
7/25/14,108.9245,109.1744,4449.56
7/26/14,108.9245,109.1711,#N/A
7/27/14,108.9245,109.1733,#N/A
7/28/14,108.9245,109.1611,4444.91
7/29/14,108.9245,109.1684,4442.7
7/30/14,108.9245,109.1727,4462.9
7/31/14,108.9245,109.1786,4369.77
8/1/14,108.882,109.1828,4352.64
8/2/14,108.882,109.1802,#N/A
8/3/14,108.882,109.1752,#N/A
8/4/14,108.882,109.1755,4383.89
8/5/14,108.882,109.1722,4352.84
8/6/14,108.882,109.1835,4355.05
8/7/14,108.882,109.1893,4334.97
8/8/14,108.882,109.1808,4370.9
8/9/14,108.882,109.205,#N/A
8/10/14,108.882,109.2036,#N/A
8/11/14,108.882,109.2085,4401.33
8/12/14,108.882,109.2237,4389.25
8/13/14,108.882,109.2516,4434.13
8/14/14,108.882,109.2616,4453
8/15/14,108.882,109.2636,4464.93
8/16/14,108.882,109.2771,#N/A
8/17/14,108.882,109.2739,#N/A
8/18/14,108.882,109.2725,4508.31
8/19/14,108.882,109.2742,4527.51
8/20/14,108.882,109.281,4526.48
8/21/14,108.882,109.279,4532.1
8/22/14,108.882,109.2785,4538.55
8/23/14,108.882,109.2846,#N/A
8/24/14,108.882,109.2879,#N/A
8/25/14,108.882,109.2773,4557.35
8/26/14,108.882,109.2824,4570.64
8/27/14,108.882,109.2638,4569.62
8/28/14,108.882,109.268,4557.7
8/29/14,108.882,109.255,4580.27
8/30/14,108.882,109.262,#N/A
8/31/14,108.882,109.2628,#N/A
9/1/14,108.7001,109.262,#N/A
9/2/14,108.7001,109.2742,4598.19
9/3/14,108.7001,109.2953,4572.57
9/4/14,108.7001,109.3008,4562.29
9/5/14,108.7001,109.2965,4582.9
9/6/14,108.7001,109.3027,#N/A
9/7/14,108.7001,109.3053,#N/A
9/8/14,108.7001,109.3084,4592.29
9/9/14,108.7001,109.3101,4552.29
9/10/14,108.7001,109.3419,4586.52
9/11/14,108.7001,109.3445,4591.81
9/12/14,108.7001,109.3357,4567.6
9/13/14,108.7001,109.3343,#N/A
9/14/14,108.7001,109.3277,#N/A
9/15/14,108.7001,109.3263,4518.9
9/16/14,108.7001,109.3254,4552.76
9/17/14,108.7001,109.3493,4562.19
9/18/14,108.7001,109.346,4593.43
9/19/14,108.7001,109.3511,4579.79
9/20/14,108.7001,109.3401,#N/A
9/21/14,108.7001,109.3384,#N/A
9/22/14,108.7001,109.3299,4527.69
9/23/14,108.7001,109.3388,4508.69
9/24/14,108.7001,109.354,4555.22
9/25/14,108.7001,109.3553,4466.75
9/26/14,108.7001,109.3409,4512.19
9/27/14,108.7001,109.3346,#N/A
9/28/14,108.7001,109.3365,#N/A
9/29/14,108.7001,109.3344,4505.85
9/30/14,108.7001,109.3376,4493.39
10/1/14,108.7819,109.3562,4422.09
10/2/14,108.7819,109.3533,4430.2
10/3/14,108.7819,109.3334,4475.62
10/4/14,108.7819,109.3249,#N/A
10/5/14,108.7819,109.3097,#N/A
10/6/14,108.7819,109.2979,4454.8
10/7/14,108.7819,109.2879,4385.2
10/8/14,108.7819,109.3008,4468.59
10/9/14,108.7819,109.2944,4378.34
10/10/14,108.7819,109.2734,4276.24
10/11/14,108.7819,109.2569,#N/A
10/12/14,108.7819,109.2382,#N/A
10/13/14,108.7819,109.2126,4213.66
10/14/14,108.7819,109.2032,4227.17
10/15/14,108.7819,109.2693,4215.32
10/16/14,108.7819,109.2613,4217.39
10/17/14,108.7819,109.1923,4258.44
10/18/14,108.7819,109.1856,#N/A
10/19/14,108.7819,109.1765,#N/A
10/20/14,108.7819,109.1717,4316.07
10/21/14,108.7819,109.2162,4419.48
10/22/14,108.7819,109.1783,4382.85
10/23/14,108.7819,109.1702,4452.79
10/24/14,108.7819,109.156,4483.72
10/25/14,108.7819,109.1587,#N/A
10/26/14,108.7819,109.1398,#N/A
10/27/14,108.7819,109.133,4485.93
10/28/14,108.7819,109.1423,4564.29
10/29/14,108.7819,109.1293,4549.23
10/30/14,108.7819,109.1259,4566.14
10/31/14,108.7819,109.1111,4630.74
11/1/14,108.5086,109.1138,#N/A
11/2/14,108.5086,109.1031,#N/A
11/3/14,108.5086,109.0778,4638.91
11/4/14,108.5086,109.0798,4623.64
11/5/14,108.5086,109.0953,4620.72
11/6/14,108.5086,109.0981,4638.47
11/7/14,108.5086,109.0895,4632.53
11/8/14,108.5086,109.0769,#N/A
11/9/14,108.5086,109.0661,#N/A
11/10/14,108.5086,109.0525,4651.62
11/11/14,108.5086,109.0753,4660.56
11/12/14,108.5086,109.0873,4675.13
11/13/14,108.5086,109.1005,4680.14
11/14/14,108.5086,109.0942,4688.54
11/15/14,108.5086,109.0766,#N/A
11/16/14,108.5086,109.0721,#N/A
11/17/14,108.5086,109.0513,4671
11/18/14,108.5086,109.0487,4702.44
11/19/14,108.5086,109.0431,4675.71
11/20/14,108.5086,109.0179,4701.87
11/21/14,108.5086,109.0013,4712.97
11/22/14,108.5086,108.9726,#N/A
11/23/14,108.5086,108.9607,#N/A
11/24/14,108.5086,108.9286,4754.89
11/25/14,108.5086,108.928,4758.25
11/26/14,108.5086,108.9309,4787.32
11/27/14,108.5086,108.9016,#N/A
11/28/14,108.5086,108.8942,4791.63
11/29/14,108.5086,108.8775,#N/A
11/30/14,108.5086,108.9015,#N/A
12/1/14,107.9227,108.8928,4727.35
12/2/14,107.9227,108.9052,4755.81
12/3/14,107.9227,108.8907,4774.47
12/4/14,107.9227,108.8859,4769.44
12/5/14,107.9227,108.8657,4780.76
12/6/14,107.9227,108.8444,#N/A
12/7/14,107.9227,108.8414,#N/A
12/8/14,107.9227,108.7909,4740.69
12/9/14,107.9227,108.771,4766.47
12/10/14,107.9227,108.7411,4684.03
12/11/14,107.9227,108.7195,4708.16
12/12/14,107.9227,108.6658,4653.6
12/13/14,107.9227,108.6238,#N/A
12/14/14,107.9227,108.6028,#N/A
12/15/14,107.9227,108.5505,4605.16
12/16/14,107.9227,108.5329,4547.83
12/17/14,107.9227,108.5113,4644.31
12/18/14,107.9227,108.4798,4748.4
12/19/14,107.9227,108.4373,4765.38
12/20/14,107.9227,108.3875,#N/A
12/21/14,107.9227,108.366,#N/A
12/22/14,107.9227,108.3267,4781.42
12/23/14,107.9227,108.2862,4765.42
12/24/14,107.9227,108.2527,4773.47
12/25/14,107.9227,108.2317,#N/A
12/26/14,107.9227,108.1942,4806.86
12/27/14,107.9227,108.1784,#N/A
12/28/14,107.9227,108.1663,#N/A
12/29/14,107.9227,108.1453,4806.91
12/30/14,107.9227,108.1394,4777.44
12/31/14,107.9227,108.1362,4736.05
1/1/15,107.3108,108.1188,#N/A
1/2/15,107.3108,108.0869,4726.81
1/3/15,107.3108,108.059,#N/A
1/4/15,107.3108,108.0508,#N/A
1/5/15,107.3108,108.0168,4652.57
1/6/15,107.3108,108.0175,4592.74
1/7/15,107.3108,108.0096,4650.47
1/8/15,107.3108,107.9991,4736.19
1/9/15,107.3108,107.9353,4704.07
1/10/15,107.3108,107.8984,#N/A
1/11/15,107.3108,107.8718,#N/A
1/12/15,107.3108,107.838,4664.71
1/13/15,107.3108,107.8223,4661.5
1/14/15,107.3108,107.8112,4639.32
1/15/15,107.3108,107.797,4570.82
1/16/15,107.3108,107.7697,4634.38
1/17/15,107.3108,107.7511,#N/A
1/18/15,107.3108,107.7213,#N/A
1/19/15,107.3108,107.6879,#N/A
1/20/15,107.3108,107.6706,4654.85
1/21/15,107.3108,107.6688,4667.42
1/22/15,107.3108,107.6594,4750.4
1/23/15,107.3108,107.6427,4757.88
1/24/15,107.3108,107.6332,#N/A
1/25/15,107.3108,107.6365,#N/A
1/26/15,107.3108,107.6451,4771.76
1/27/15,107.3108,107.6535,4681.5
1/28/15,107.3108,107.659,4637.99
1/29/15,107.3108,107.658,4683.41
1/30/15,107.3108,107.6818,4635.24
1/31/15,107.3108,107.6912,#N/A
2/1/15,106.8058,107.6959,#N/A
2/2/15,106.8058,107.701,4676.69
2/3/15,106.8058,107.7517,4727.74
2/4/15,106.8058,107.8405,4716.7
2/5/15,106.8058,107.8898,4765.1
2/6/15,106.8058,107.9074,4744.4
2/7/15,106.8058,107.9304,#N/A
2/8/15,106.8058,107.9572,#N/A
2/9/15,106.8058,107.958,4726.01
2/10/15,106.8058,107.9882,4787.64
2/11/15,106.8058,108.0338,4801.18
2/12/15,106.8058,108.0533,4857.61
2/13/15,106.8058,108.0567,4893.84
2/14/15,106.8058,108.0769,#N/A
2/15/15,106.8058,108.0883,#N/A
2/16/15,106.8058,108.0922,#N/A
2/17/15,106.8058,108.1224,4899.27
2/18/15,106.8058,108.1622,4906.36
2/19/15,106.8058,108.1777,4924.7
2/20/15,106.8058,108.18,4955.97
2/21/15,106.8058,108.1936,#N/A
2/22/15,106.8058,108.2315,#N/A
2/23/15,106.8058,108.2339,4960.97
2/24/15,106.8058,108.2584,4968.12
2/25/15,106.8058,108.2992,4967.14
2/26/15,106.8058,108.3524,4987.89
2/27/15,106.8058,108.41,4963.53
2/28/15,106.8058,108.4514,#N/A
3/1/15,107.2696,108.4977,#N/A
3/2/15,107.2696,108.5174,5008.1
3/3/15,107.2696,108.5668,4979.9
3/4/15,107.2696,108.6209,4967.14
3/5/15,107.2696,108.6524,4982.81
3/6/15,107.2696,108.6425,4927.37
3/7/15,107.2696,108.6445,#N/A
3/8/15,107.2696,108.6395,#N/A
3/9/15,107.2696,108.636,4942.44
3/10/15,107.2696,108.6364,4859.79
3/11/15,107.2696,108.6127,4849.94
3/12/15,107.2696,108.6246,4893.29
3/13/15,107.2696,108.6254,4871.76
3/14/15,107.2696,108.6285,#N/A
3/15/15,107.2696,108.6217,#N/A
3/16/15,107.2696,108.6022,4929.51
3/17/15,107.2696,108.6036,4937.43
3/18/15,107.2696,108.6093,4982.83
3/19/15,107.2696,108.6295,4992.38
3/20/15,107.2696,108.6304,5026.42
3/21/15,107.2696,108.6349,#N/A
3/22/15,107.2696,108.6503,#N/A
3/23/15,107.2696,108.6407,5010.97
3/24/15,107.2696,108.6444,4994.73
3/25/15,107.2696,108.6508,4876.52
3/26/15,107.2696,108.6725,4863.36
3/27/15,107.2696,108.6683,4891.22
3/28/15,107.2696,108.6746,#N/A
3/29/15,107.2696,108.6827,#N/A
3/30/15,107.2696,108.6541,4947.44
3/31/15,107.2696,108.6833,4900.89
4/1/15,107.9081,108.6977,4880.23
4/2/15,107.9081,108.7009,4886.94
4/3/15,107.9081,108.6921,#N/A
4/4/15,107.9081,108.6835,#N/A
4/5/15,107.9081,108.7026,#N/A
4/6/15,107.9081,108.7009,4917.32
4/7/15,107.9081,108.6914,4910.23
4/8/15,107.9081,108.7299,4950.82
4/9/15,107.9081,108.7319,4974.56
4/10/15,107.9081,108.7264,4995.98
4/11/15,107.9081,108.7155,#N/A
4/12/15,107.9081,108.7033,#N/A
4/13/15,107.9081,108.6915,4988.25
4/14/15,107.9081,108.7038,4977.29
4/15/15,107.9081,108.7102,5011.02
4/16/15,107.9081,108.7445,5007.79
4/17/15,107.9081,108.7789,4931.81
4/18/15,107.9081,108.7824,#N/A
4/19/15,107.9081,108.8231,#N/A
4/20/15,107.9081,108.8407,4994.6
4/21/15,107.9081,108.8633,5014.1
4/22/15,107.9081,108.8886,5035.17
4/23/15,107.9081,108.9263,5056.06
4/24/15,107.9081,108.9299,5092.08
4/25/15,107.9081,108.9459,#N/A
4/26/15,107.9081,108.9783,#N/A
4/27/15,107.9081,108.9628,5060.25
4/28/15,107.9081,109.0012,5055.42
4/29/15,107.9081,109.0395,5023.64
4/30/15,107.9081,109.0775,4941.42
5/1/15,108.1275,109.0947,5005.39
5/2/15,108.1275,109.1173,#N/A
5/3/15,108.1275,109.1957,#N/A
5/4/15,108.1275,109.1811,5016.93
5/5/15,108.1275,109.2251,4939.33
5/6/15,108.1275,109.2455,4919.64
5/7/15,108.1275,109.2964,4945.54
5/8/15,108.1275,109.32,5003.55
5/9/15,108.1275,109.3324,#N/A
5/10/15,108.1275,109.3323,#N/A
5/11/15,108.1275,109.3314,4993.57
5/12/15,108.1275,109.3487,4976.19
5/13/15,108.1275,109.3532,4981.69
5/14/15,108.1275,109.3704,5050.8
5/15/15,108.1275,109.3851,5048.29
5/16/15,108.1275,109.4093,#N/A
5/17/15,108.1275,109.4202,#N/A
5/18/15,108.1275,109.3738,5078.44
5/19/15,108.1275,109.3758,5070.03
5/20/15,108.1275,109.3885,5071.74
5/21/15,108.1275,109.4034,5090.79
5/22/15,108.1275,109.4023,5089.36
5/23/15,108.1275,109.4033,#N/A
5/24/15,108.1275,109.4212,#N/A
5/25/15,108.1275,109.4104,#N/A
5/26/15,108.1275,109.4457,5032.75
5/27/15,108.1275,109.4535,5106.59
5/28/15,108.1275,109.4725,5097.98
5/29/15,108.1275,109.4648,5070.03
5/30/15,108.1275,109.4671,#N/A
5/31/15,108.1275,109.513,#N/A
6/1/15,108.6786,109.5063,5082.93
6/2/15,108.6786,109.5379,5076.52
6/3/15,108.6786,109.568,5099.23
6/4/15,108.6786,109.6016,5059.12
6/5/15,108.6786,109.5879,5068.46
6/6/15,108.6786,109.5783,#N/A
6/7/15,108.6786,109.5912,#N/A
6/8/15,108.6786,109.5837,5021.63
6/9/15,108.6786,109.5953,5013.87
6/10/15,108.6786,109.5986,5076.69
6/11/15,108.6786,109.6362,5082.51
6/12/15,108.6786,109.6507,5051.1
6/13/15,108.6786,109.6784,#N/A
6/14/15,108.6786,109.6858,#N/A
6/15/15,108.6786,109.6453,5029.97
6/16/15,108.6786,109.6717,5055.55
6/17/15,108.6786,109.6643,5064.88
6/18/15,108.6786,109.6677,5132.95
6/19/15,108.6786,109.6558,5117
6/20/15,108.6786,109.6384,#N/A
6/21/15,108.6786,109.6709,#N/A
6/22/15,108.6786,109.6654,5153.97
6/23/15,108.6786,109.6781,5160.09
6/24/15,108.6786,109.7056,5122.41
6/25/15,108.6786,109.7174,5112.19
6/26/15,108.6786,109.7057,5080.51
6/27/15,108.6786,109.699,#N/A
6/28/15,108.6786,109.7032,#N/A
6/29/15,108.6786,109.6856,4958.47
6/30/15,108.6786,109.6901,4986.87
7/1/15,109.0593,109.6958,5013.12
7/2/15,109.0593,109.7016,5009.21
7/3/15,109.0593,109.6854,#N/A
7/4/15,109.0593,109.6842,#N/A
7/5/15,109.0593,109.7231,#N/A
7/6/15,109.0593,109.7164,4991.94
7/7/15,109.0593,109.7315,4997.46
7/8/15,109.0593,109.7397,4909.76
7/9/15,109.0593,109.7491,4922.4
7/10/15,109.0593,109.7313,4997.7
7/11/15,109.0593,109.7108,#N/A
7/12/15,109.0593,109.7474,#N/A
7/13/15,109.0593,109.753,5071.51
7/14/15,109.0593,109.7677,5104.89
7/15/15,109.0593,109.7711,5098.94
7/16/15,109.0593,109.7832,5163.18
7/17/15,109.0593,109.7695,5210.14
7/18/15,109.0593,109.7743,#N/A
7/19/15,109.0593,109.7723,#N/A
7/20/15,109.0593,109.7626,5218.86
7/21/15,109.0593,109.783,5208.12
7/22/15,109.0593,109.7709,5171.77
7/23/15,109.0593,109.7778,5146.41
7/24/15,109.0593,109.756,5088.63
7/25/15,109.0593,109.7522,#N/A
7/26/15,109.0593,109.7636,#N/A
7/27/15,109.0593,109.7568,5039.78
7/28/15,109.0593,109.7584,5089.21
7/29/15,109.0593,109.7469,5111.73
7/30/15,109.0593,109.7474,5128.78
7/31/15,109.0593,109.7285,5128.28
8/1/15,109.0666,109.7243,#N/A
8/2/15,109.0666,109.7451,#N/A
8/3/15,109.0666,109.7527,5115.38
8/4/15,109.0666,109.7538,5105.55
8/5/15,109.0666,109.7378,5139.94
8/6/15,109.0666,109.7375,5056.44
8/7/15,109.0666,109.7332,5043.54
8/8/15,109.0666,109.7074,#N/A
8/9/15,109.0666,109.6973,#N/A
8/10/15,109.0666,109.6833,5101.8
8/11/15,109.0666,109.6675,5036.79
8/12/15,109.0666,109.704,5044.39
8/13/15,109.0666,109.734,5033.56
8/14/15,109.0666,109.7678,5048.24
8/15/15,109.0666,109.7676,#N/A
8/16/15,109.0666,109.7805,#N/A
8/17/15,109.0666,109.7979,5091.7
8/18/15,109.0666,109.8099,5059.35
8/19/15,109.0666,109.814,5019.05
8/20/15,109.0666,109.809,4877.49
8/21/15,109.0666,109.7918,4706.04
8/22/15,109.0666,109.7614,#N/A
8/23/15,109.0666,109.7595,#N/A
8/24/15,109.0666,109.7527,4526.25
8/25/15,109.0666,109.747,4506.49
8/26/15,109.0666,109.737,4697.54
8/27/15,109.0666,109.7112,4812.71
8/28/15,109.0666,109.6678,4828.32
8/29/15,109.0666,109.6357,#N/A
8/30/15,109.0666,109.6419,#N/A
8/31/15,109.0666,109.6397,4776.51
9/1/15,108.9121,109.625,4636.11
9/2/15,108.9121,109.6091,4749.98
9/3/15,108.9121,109.5789,4733.5
9/4/15,108.9121,109.5585,4683.92
9/5/15,108.9121,109.5429,#N/A
9/6/15,108.9121,109.5389,#N/A
9/7/15,108.9121,109.5235,#N/A
9/8/15,108.9121,109.5322,4811.93
9/9/15,108.9121,109.5401,4756.53
9/10/15,108.9121,109.5241,4796.25
9/11/15,108.9121,109.5125,4822.34
9/12/15,108.9121,109.5063,#N/A
9/13/15,108.9121,109.5094,#N/A
9/14/15,108.9121,109.505,4805.76
9/15/15,108.9121,109.4994,4860.52
9/16/15,108.9121,109.4891,4889.24
9/17/15,108.9121,109.4843,4893.95
9/18/15,108.9121,109.4746,4827.23
9/19/15,108.9121,109.4677,#N/A
9/20/15,108.9121,109.4741,#N/A
9/21/15,108.9121,109.4647,4828.95
9/22/15,108.9121,109.4601,4756.72
9/23/15,108.9121,109.4626,4752.74
9/24/15,108.9121,109.4773,4734.48
9/25/15,108.9121,109.4854,4686.5
9/26/15,108.9121,109.4845,#N/A
9/27/15,108.9121,109.5299,#N/A
9/28/15,108.9121,109.5376,4543.97
9/29/15,108.9121,109.5311,4517.32
9/30/15,108.9121,109.5106,4620.16
10/1/15,108.7426,109.5172,4627.08
10/2/15,108.7426,109.5223,4707.78
10/3/15,108.7426,109.5128,#N/A
10/4/15,108.7426,109.5014,#N/A
10/5/15,108.7426,109.5104,4781.26
10/6/15,108.7426,109.5325,4748.36
10/7/15,108.7426,109.5597,4791.15
10/8/15,108.7426,109.5919,4810.79
10/9/15,108.7426,109.6093,4830.47
10/10/15,108.7426,109.6109,#N/A
10/11/15,108.7426,109.6098,#N/A
10/12/15,108.7426,109.6039,4838.64
10/13/15,108.7426,109.6034,4796.61
10/14/15,108.7426,109.6095,4782.85
10/15/15,108.7426,109.5955,4870.1
10/16/15,108.7426,109.5748,4886.69
10/17/15,108.7426,109.5664,#N/A
10/18/15,108.7426,109.5839,#N/A
10/19/15,108.7426,109.5815,4905.47
10/20/15,108.7426,109.5707,4880.97
10/21/15,108.7426,109.5669,4840.12
10/22/15,108.7426,109.5573,4920.05
10/23/15,108.7426,109.5473,5031.86
10/24/15,108.7426,109.5416,#N/A
10/25/15,108.7426,109.5286,#N/A
10/26/15,108.7426,109.5267,5034.7
10/27/15,108.7426,109.5183,5030.15
10/28/15,108.7426,109.5175,5095.69
10/29/15,108.7426,109.5147,5074.27
10/30/15,108.7426,109.502,5053.75
10/31/15,108.7426,109.4985,#N/A
11/1/15,108.6937,109.5073,#N/A
11/2/15,108.6937,109.5057,5127.15
11/3/15,108.6937,109.5181,5145.13
11/4/15,108.6937,109.4885,5142.48
11/5/15,108.6937,109.5096,5127.74
11/6/15,108.6937,109.5153,5147.12
11/7/15,108.6937,109.5141,#N/A
11/8/15,108.6937,109.505,#N/A
11/9/15,108.6937,109.4946,5095.3
11/10/15,108.6937,109.4898,5083.24
11/11/15,108.6937,109.4657,5067.02
11/12/15,108.6937,109.505,5005.08
11/13/15,108.6937,109.4975,4927.88
11/14/15,108.6937,109.4809,#N/A
11/15/15,108.6937,109.4887,#N/A
11/16/15,108.6937,109.4803,4984.62
11/17/15,108.6937,109.4717,4986.01
11/18/15,108.6937,109.4719,5075.2
11/19/15,108.6937,109.4512,5073.64
11/20/15,108.6937,109.38,5104.92
11/21/15,108.6937,109.3726,#N/A
11/22/15,108.6937,109.3301,#N/A
11/23/15,108.6937,109.3032,5102.48
11/24/15,108.6937,109.2725,5102.81
11/25/15,108.6937,109.263,5116.14
11/26/15,108.6937,109.2386,#N/A
